,video_id,comment,sentiment_score,sentiment_label,positive_score,negative_score
136,XKHEtdqhLK8,"import random
import time
choices = ['Rock', 'Paper','Scissors']
computer_names = ['Alice', 'Bob', 'Charlie', 'David', 'Eva', 'Frank', 'Grace', 'Harry', 'Ivy', 'Jack', 'Katie', 'Leo', 'Mia', 'Nathan', 'Olivia', 'Peter', 'Quinn', 'Rachel', 'Sam', 'Tom', 'Ursula', 'Victor', 'Wendy', 'Xavier', 'Yasmine', 'Zane']
play_again = None
round = 1
c_name = random.choice(computer_names)
p_name = input(""Enter your name: "").strip().capitalize()
p_win_count = 0
p_loss_count = 0
c_win_count = 0
c_loss_count = 0
p_choice = None
print(f""{p_name} VERSUS {c_name}"")
time.sleep(0.5)
def get_p_choice():
    while True:
        p_choice = input('Rock, paper, or scissors?: ').strip().capitalize()
        if p_choice not in choices:
            print(""Only rock, paper, or scissors please!"")
        else:
            return(p_choice)

def sleep_and_print(message, duration):
    print(message)
    time.sleep(duration)



while True:
    time.sleep(0.2)
    print(f""Round {round}"")
    time.sleep(0.5)
    c_choice = random.choices(choices, weights=[0.3, 0.3, 0.3], k=1)[0].capitalize()
    p_choice = get_p_choice()
    for i in range(3, 0, -1):
        trailing = ""..."" if i == 1 else "", ""
        print(f""{i}{trailing}"", end="""")
        time.sleep(0.5)


    sleep_and_print(""\nSHOOT!"", 0.55)
    sleep_and_print(f""-> You chose {p_choice}!"", 0.75)
    sleep_and_print(f""-> {c_name} chose {c_choice}!"", 0.75)

    if p_choice == c_choice:
        round += 1
        print(""It's a tie!"")
        continue
    elif (p_choice == ""Rock"" and c_choice == ""Scissors"") \
            or (p_choice == ""Paper"" and c_choice == ""Rock"") \
            or (p_choice == ""Scissors"" and c_choice == ""Paper""):
        print(f""You win!"")
        p_win_count += 1
        c_loss_count +=1
    else:
        print(f""{c_name.upper()} WINS! "")
        time.sleep(0.5)
        print(f""You are a disappointment to your bloodline"")
        c_win_count +=1
        p_loss_count += 1

    time.sleep(0.7)
    print(f""{p_name}:{p_win_count} win(s),{c_name}: {c_win_count} win(s). "")
    time.sleep(0.5)
    while True:
        time.sleep(0.5)
        print(f""> Press \""S\"" to check the scoreboard"")
        time.sleep(0.5)
        print( ""> Press \""P\"" or ENTER to play again"")
        time.sleep(0.5)
        print(""> Press \""E\"" to end the game"")
        post = input(""-->  "").strip().upper()
        if post == ""S"":
            print("" _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _"")
            print(""|{:^10}|{:^10}|{:^10}|"".format(""Name"", ""Wins"", ""Losses""))
            print(""|{:^10}|{:^10}|{:^10}|"".format(p_name, p_win_count, p_loss_count))
            print(""|{:^10}|{:^10}|{:^10}|"".format(c_name, c_win_count, c_loss_count))
            print("" - - - - - - - - - - - - - - - - -"")


            play_again = input(""Play again? (Y/N): "").strip().upper()
            if play_again == ""Y"" or play_again == """":
                round += 1
                break
            else:
                break

        elif post == ""P"" or post == """":
            round += 1
            break
        elif post == ""E"":
            break
    if play_again == ""N"":
        break
    if post == ""E"":
        break

if p_win_count > c_win_count:
    print(f""Game Over! \n {c_name} says: \""GGWP you beat me!\"""")
elif p_win_count == c_win_count:
    print(f""Game Over! \n {c_name} says: \""wow its a draw!\"""")
else:
    print(f""Game Over! \n {c_name} says: HAHAHA YOU FUCKING SUCK"")

print(""Stats:"")
print("" _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _"")
print(""|{:^10}|{:^10}|{:^10}|"".format(""Name"", ""Wins"", ""Losses""))
print(""|{:^10}|{:^10}|{:^10}|"".format(p_name, p_win_count, p_loss_count))
print(""|{:^10}|{:^10}|{:^10}|"".format(c_name, c_win_count, c_loss_count))
print("" - - - - - - - - - - - - - - - - -"")",0.9791,Positive,0.9791,
137,XKHEtdqhLK8,Best python course out there,0.6369,Positive,0.6369,
138,XKHEtdqhLK8,"I'll start now and finish next Friday.

Saturday:
Sunday:
Monday:
Tuesday:
Wednesday:
Thursday.
Friday:",0.0,Neutral,,
139,XKHEtdqhLK8,"22:58  the function also works without capitalizing the original variable
for eg-
name= Bro Code 
the upper case and lower case will still work",-0.4874,Negative,,-0.4874
140,XKHEtdqhLK8,Brooo really deserve award damn this too good,0.574,Positive,0.574,
141,XKHEtdqhLK8,3:19:13 is my current stamp i will update tmrw,0.0,Neutral,,
142,XKHEtdqhLK8,"Progress thus far:
Day 1 (00:30:14​) user input ⌨
Day 2 (01:04:03​) while loops 🔄
Day 3 (01:21:06​) lists 🧾
Day 4 (01:26:58​) 2D lists 📜
Day 5 (01:33:47​) sets 🍴
Day 6-7 (02:02:03​) return statement 🔙
Day 8 (02:13:23​) *args 📦",0.4215,Positive,0.4215,
143,XKHEtdqhLK8,I download the latest version of pycharm and i don't see any community pycharm . There are only the paid ones .,0.0,Neutral,,
144,-cXWzWdtErI,"Traceback (most recent call last):
  File ""/data/user/0/ru.iiec.pydroid3/files/temp_iiec_codefile.py"", line 11, in <module>
    t.pencolor(col[i%3]) 
               ^^^
NameError: name 'col' is not defined. Did you mean: 'cool'?
Could anyone help me?",0.6553,Positive,0.6553,
145,-cXWzWdtErI,It's not working 😢....,0.3724,Positive,0.3724,
146,-cXWzWdtErI,Not run this code 😢,-0.4767,Negative,,-0.4767
147,-cXWzWdtErI,Which app bro u using?,0.0,Neutral,,
148,-cXWzWdtErI,"Best design 
Can you share the explaination of the python turtle code",0.7506,Positive,0.7506,
149,-cXWzWdtErI,I'm using this App too😂🎉,0.6808,Positive,0.6808,
150,-cXWzWdtErI,for how long you are coding python?,0.0,Neutral,,
151,-cXWzWdtErI,Thare is an error in line 5,-0.4019,Negative,,-0.4019
152,-cXWzWdtErI,Vaaaw you use phone,0.0,Neutral,,
153,-cXWzWdtErI,"Why it's not run..???

Traceback (most recent call last):
  File ""/data/user/0/ru.iiec.pydroid3/files/temp_iiec_codefile.py"", line 11, in <module>
    t.pencolor(col[i%3])
  File ""/data/user/0/ru.iiec.pydroid3/files/aarch64-linux-android/lib/python3.9/turtle.py"", line 2253, in pencolor
    color = self._colorstr(args)
  File ""/data/user/0/ru.iiec.pydroid3/files/aarch64-linux-android/lib/python3.9/turtle.py"", line 2697, in _colorstr
    return self.screen._colorstr(args)
  File ""/data/user/0/ru.iiec.pydroid3/files/aarch64-linux-android/lib/python3.9/turtle.py"", line 1159, in _colorstr
    raise TurtleGraphicsError(""bad color string: %s"" % str(color))
turtle.TurtleGraphicsError: bad color string:  green

Tell me...!!",-0.6832,Negative,,-0.6832
154,-cXWzWdtErI,No this no work😠😠😠,-0.6381,Negative,,-0.6381
155,-cXWzWdtErI,Youhave a teligram group,0.0,Neutral,,
156,-cXWzWdtErI,Bhai mera 5 wala arha hai turtle is not a attribute screen,0.0,Neutral,,
157,-cXWzWdtErI,which app compiler you use mam,0.0,Neutral,,
158,-cXWzWdtErI,This video skipped and last one is cut and editing,-0.2732,Negative,,-0.2732
159,b093aqAZiPU,📩 Get the latest high-quality tutorial and tips and tricks videos emailed to your inbox each week: https://kevinstratvert.com/newsletter/,-0.128,Negative,,-0.128
160,b093aqAZiPU,"Thanks for the great Python content and explanations. Could you please make a video on how to start writing software?
thank you.",0.8957,Positive,0.8957,
161,b093aqAZiPU,"print(""kevin stravert has a great channel"")",0.6249,Positive,0.6249,
162,b093aqAZiPU,thank you!,0.4199,Positive,0.4199,
163,b093aqAZiPU,During the start I was like wow thanks for teaching me the print function of all things.... then by the end the amount of power that simple function has was mind blowing🤯,0.8481,Positive,0.8481,
164,b093aqAZiPU,I DONT want to give up. It's showing invalid syntax for thomas's age 😂 Is it because I 'played' it 'too many times'?,0.6222,Positive,0.6222,
165,b093aqAZiPU,"I just want to say thank you , because of this video it helps me to get started working in python. You've explained  each topics very well!!!",0.8257,Positive,0.8257,
166,b093aqAZiPU,You've taught me something and it's only right I say THANK YOU!!! All these other courses don't actually explain these crucial steps click by click during installation process etc. This is exactly what I needed.,0.626,Positive,0.626,
167,b093aqAZiPU,Very easy to understand. Excellent! Hope to see more videos on Practical examples using IF and ElIF,0.8775,Positive,0.8775,
168,b093aqAZiPU,"whenver i write down python --version in the cmd, i get literally nothing, altho i have python, i treid to write down google --version and i got that i dont have that program, whats wrong ?",-0.4767,Negative,,-0.4767
169,b093aqAZiPU,this is great,0.6249,Positive,0.6249,
170,b093aqAZiPU,An excellent step by step tutorial that makes understanding of key concepts seem so easy!,0.8286,Positive,0.8286,
171,b093aqAZiPU,Thank you so much.  You've got such a clear and concise way of teaching. 😊,0.8779,Positive,0.8779,
172,b093aqAZiPU,Very easy to understand! Thank you very much!,0.7412,Positive,0.7412,
173,b093aqAZiPU,It works only with computer?,0.0,Neutral,,
174,b093aqAZiPU,Wow!! That's cool Python  Tutorial in briefly..,0.7707,Positive,0.7707,
175,b093aqAZiPU,Love the way you explained python. Makes me feel I can do it.,0.6369,Positive,0.6369,
176,XnSasPR2KJI,Click on the link to get the Notes:-https://drive.google.com/file/d/1QI-fSKzgyaQHsQC9SSFBhMD5mh3ciR4Z/view?usp=sharing,0.0,Neutral,,
177,XnSasPR2KJI,window 11 me  vs code python kese install kre,0.0,Neutral,,
178,XnSasPR2KJI,Not so bad..carry on❤️,0.0,Neutral,,
179,XnSasPR2KJI,"me socha tha roz 1 ghanta video dekhunga to 11 din me python clear , par aaj 3 din ho gaye 5 hour se 6 hour nhi hui video",0.3818,Positive,0.3818,
180,XnSasPR2KJI,Me who watching this video so that I can have phone pay someday 😅😅,0.5574,Positive,0.5574,
181,XnSasPR2KJI,Thank you Mam. This series is thoroughly helpful,0.6801,Positive,0.6801,
182,XnSasPR2KJI,"TimeStamps : 
00:00 - 01:15: Introduction 
01:15 - 35:59: Chapter 1: Python Essentials 
35:59 - 1:03:22: Variables Unveiled 
1:03:22 - 1:17:54: Python's Data 
1:17:54 - 2:27:30: Input, Operators, and Typecasting 
2:27:30 - 4:16:42: Chapter 2: Navigating Conditionals and Loops 
4:16:42 - 4:41:44: Pattern Printing 
4:41:44 - 7:02:07: Chapter 3: Python's Collection 
7:02:07 - 8:00:06: Chapter 4: Function
8:00:06 - 8:49:15: Chapter 5:  Recursion
8:49:15 - 9:55:50: Chapter 6: Strings 
9:55:50 - 11:36:04: Chapter 7: Python's OOPS 
11:36:04 - End: Thank You and Keep Coding!",0.4199,Positive,0.4199,
183,XnSasPR2KJI,"Mam
.ur ultimate teacher for this ..very helpful.. really appreciate 🙏",0.7468,Positive,0.7468,
184,XnSasPR2KJI,Mam hats off to you before in class i have not understood like how you made us understand looking forward to know about different programming languages from you.,-0.2755,Negative,,-0.2755
185,XnSasPR2KJI,Mam aapne windows me python download to batata hi nhi,0.0,Neutral,,
186,XnSasPR2KJI,Thanks for your program,0.4404,Positive,0.4404,
187,XnSasPR2KJI,no subtitles coming in the middle of video😭,-0.6486,Negative,,-0.6486
188,WGJJIrtnfpk,"Got a question on the topic? Please share it in the comment section below and our experts will answer it for you. For Python Programming Certification Curriculum, Visit our Website: https://bit.ly/2Y58PfN (Use Code ""𝐘𝐎𝐔𝐓𝐔𝐁𝐄𝟐𝟎"") 🔴Subscribe to Edureka YouTube channel for latest video updates: http://bit.ly/2ADbbb1
Below is the video timestamp:
1:55 What is Python?
3:40 Why is Python popular?
4:55 Features of Python
6:50 Where is Python used in the industry?
7:50 Learning Path
9:15 Career Opportunities
10:30 How Netflix use Python?
11:55 How does it use Python?
18:15 Python Developer Salary
18:50 Who is Python Developer?
19:20 Python Developer Job Trends
21:55 How to become a Python Developer?
23:05 Who is a Python developer?
33:50 Job Roles
41:40 Emerging Job Roles
44:30 Road Map
47:05 Python Installation
54:30 How to run a Python program?
58:35 Best IDE for Python
59:35 What is an IDE?
59:50 Features of an IDE
1:00:50 Best IDEs of Python
1:07:40 PyCharm Tutorial
1:07:42 Introduction to PyCharm
1:09:07 Features of PyCharm
1:28:02 Comments in Python
1:28:52 What are Comments?
1:29:47 When to use Python?
1:30:22 How to write comments in Python?
1:32:22 Types of Comments
1:35:57 Docstring Comments
1:39:02 Variables & Data Types
1:39:17 Variable definition & Declaration
1:41:22 Data Types
1:41:42 Numbers
1:43:12 String
1:46:02 List
1:48:12 Dictionary
1:50:12 Tuple
1:51:27 Set
1:53:52 Type Conversion
1:54:42 Python Collections
1:57:12 Specialised Collections Data Types
2:14:57 Arrays
2:15:32 What is an Array?
2:17:27 How to create Arrays in Python?
2:20:52 Accessing Array Elements
2:22:42 Basic Array Operations
2:24:27 Adding elements to an Array
2:27:52 Removing Elements of an Array
2:33:42 Slicing an Array
2:36:12 Looping through an Array
2:39:57 Hash Table and HashMap
2:41:37 Creating Dictionaries
2:44:02 Nested dictionaries
2:46:52 Performing Operations on Hash Table
2:55:32 Operators in Python
3:13:17 Loops in Python 
3:13:52 Why to use Python?
3:16:12 What are Loops?
3:18:07 Loops in Python
3:18:17 While Loop
3:26:22 For Loop
3:32:22 Nested Loop
3:48:12 Patterns in Python
4:24:27 File Handling
4:25:07 Why need File Handling
4:27:02 Types of Files
4:28:37 What is File Handling?
4:29:22 Python File Handling System
4:32:52 File Operations for Reading
4:41:27 Python File Write Method
4:47:37 Decorator
4:48:22 Functions in Python
4:54:07 Decorators in Python
5:08:32 Lambda
5:10:17 How to write Anonymous functions?
5:29:02 Map-Reduce Functions
5:29:47 Introduction to map(), filter(), reduce()
5:46:22 What are Generators?
5:47:32 Normal functions vs Generators
5:48:02 Writing Generators in Python
5:52:57 Generators with Loops
5:53:57 Generator Expressions
5:56:22 Use-Cases
6:02:27 OOPS Concepts
6:03:07 Classes & Objects
6:33:47 Inheritance in Python
6:36:52 Types of Inheritance
6:42:47 Python Super Function
6:44:52 Exception Handling
6:54:42 Try & Except block
7:05:52 Python Module
7:07:47 How to create a Module?
7:17:33 Python Modules Search Path
7:24:23 Date & Time
7:24:58 time module
7:38:23 Numpy
7:38:58 What is Numpy?
7:41:43 Numpy vs List
7:49:03 Numpy Operations
8:05:23 Numpy Special Functions
8:09:58 SciPy
8:10:48 What is Python SciPy?
8:12:23 Basic Functions
8:15:48 Special Functions
8:18:53 Integration Functions
8:24:43 Linear Algebra
8:26:48 Interpolation Functions
8:28:18 Pandas
8:29:18 Data life-cycle
8:31:23 What is Pandas?
8:35:33 Pandas Operations
8:54:13 Example
8:59:38 Python for Statistics
9:02:43 Pydoop
9:04:03 Matplotlib
9:04:28 Data Visualization
9:09:13 Matplotlib
9:10:13 Types of Plots
9:30:13 Multiple Plots
9:32:18 Seaborn
9:32:53 Introduction to Seaborn
9:33:33 Seaborn vs Matplotlib
9:34:28 How to install Seaborn?
9:34:48 Installing Dependencies
9:35:33 Python Seaborn Functions
9:44:23 Multi-Plot Grids
9:47:08 Plot Aesthetics
9:50:58 FIFA Use-case
10:15:33 OpenCV Tutorial
10:16:03 What is Computer Vision?
10:16:48 How computer reads an Image?
10:18:53 What is OpenCV?
10:19:58 Basic operations with OpenCV
10:27:33 Face Detection
10:27:38 Face Detection using OpenCV
10:31:53 Capturing Video
10:43:28 Use-case - Motion Detector 
10:54:58 Web Development Framework
10:55:23 What are Frameworks in Python?
11:08:34 Python Web Development
11:09:04 Python Web Development Libraries
11:09:24 Python & Django
11:28:19 Web Scraping
11:33:49 Packages used for web Scraping",0.9849,Positive,0.9849,
189,WGJJIrtnfpk,"Can you please provide python notes pdf of this whole course ...???? 
This is the best channel i have seen up to now!",0.8295,Positive,0.8295,
190,WGJJIrtnfpk,Respected madam. Keep doing good,0.7184,Positive,0.7184,
191,WGJJIrtnfpk,Thank you so much mam and sir  I will happy who to learn the python afraid but is easy I learn more once again thank you edureka chennal,0.8909,Positive,0.8909,
192,WGJJIrtnfpk,Is this video enough for beginners who wanted to learn full python course?,0.0,Neutral,,
193,WGJJIrtnfpk,"Hello mam/Sir Im learning Python course .I want also certifacte 
I m learning new programming language in this session is help full to me .Thank you , for all team of Edureka",0.6705,Positive,0.6705,
194,WGJJIrtnfpk,Most informative and useful,0.4877,Positive,0.4877,
195,WGJJIrtnfpk,6 million views on a 11 hour long video about coding... Dear God...,0.5719,Positive,0.5719,
196,WGJJIrtnfpk,Thank you so much edureka team. Such a great job.❤.,0.8957,Positive,0.8957,
197,WGJJIrtnfpk,I'm a QA Engineer and interested to learn python for automation . Does this video cover all the relevant topics or do you have any other link to learn .,0.4019,Positive,0.4019,
198,WGJJIrtnfpk,This is by far the best training video I have every seen. Lots of detail included. These instructors are wonderful at sharing their knowledge. Wish they would do a video on python game development in the future.😊,0.9607,Positive,0.9607,
199,WGJJIrtnfpk,"1:55 What is Python?
3:40 Why is Python popular?
4:55 Features of Python
6:50 Where is Python used in the industry?
7:50 Learning Path
9:15 Career Opportunities
10:30 How Netflix use Python?
11:55 How does it use Python?
18:15 Python Developer Salary
18:50 Who is Python Developer?
19:20 Python Developer Job Trends
21:55 How to become a Python Developer?
23:05 Who is a Python developer?
33:50 Job Roles
41:40 Emerging Job Roles
44:30 Road Map
47:05 Python Installation
54:30 How to run a Python program?
58:35 Best IDE for Python
59:35 What is an IDE?
59:50 Features of an IDE
1:00:50 Best IDEs of Python
1:07:40 PyCharm Tutorial
1:07:42 Introduction to PyCharm
1:09:07 Features of PyCharm
1:28:02 Comments in Python
1:28:52 What are Comments?
1:29:47 When to use Python?
1:30:22 How to write comments in Python?
1:32:22 Types of Comments
1:35:57 Docstring Comments
1:39:02 Variables & Data Types
1:39:17 Variable definition & Declaration
1:41:22 Data Types
1:41:42 Numbers
1:43:12 String
1:46:02 List
1:48:12 Dictionary
1:50:12 Tuple
1:51:27 Set
1:53:52 Type Conversion
1:54:42 Python Collections
1:57:12 Specialised Collections Data Types
2:14:57 Arrays
2:15:32 What is an Array?
2:17:27 How to create Arrays in Python?
2:20:52 Accessing Array Elements
2:22:42 Basic Array Operations
2:24:27 Adding elements to an Array
2:27:52 Removing Elements of an Array
2:33:42 Slicing an Array
2:36:12 Looping through an Array
2:39:57 Hash Table and HashMap
2:41:37 Creating Dictionaries
2:44:02 Nested dictionaries
2:46:52 Performing Operations on Hash Table
2:55:32 Operators in Python
3:13:17 Loops in Python 
3:13:52 Why to use Python?
3:16:12 What are Loops?
3:18:07 Loops in Python
3:18:17 While Loop
3:26:22 For Loop
3:32:22 Nested Loop
3:48:12 Patterns in Python
4:24:27 File Handling
4:25:07 Why need File Handling
4:27:02 Types of Files
4:28:37 What is File Handling?
4:29:22 Python File Handling System
4:32:52 File Operations for Reading
4:41:27 Python File Write Method
4:47:37 Decorator
4:48:22 Functions in Python
4:54:07 Decorators in Python
5:08:32 Lambda
5:10:17 How to write Anonymous functions?
5:29:02 Map-Reduce Functions
5:29:47 Introduction to map(), filter(), reduce()
5:46:22 What are Generators?
5:47:32 Normal functions vs Generators
5:48:02 Writing Generators in Python
5:52:57 Generators with Loops
5:53:57 Generator Expressions
5:56:22 Use-Cases
6:02:27 OOPS Concepts
6:03:07 Classes & Objects
6:33:47 Inheritance in Python
6:36:52 Types of Inheritance
6:42:47 Python Super Function
6:44:52 Exception Handling
6:54:42 Try & Except block
7:05:52 Python Module
7:07:47 How to create a Module?
7:17:33 Python Modules Search Path
7:24:23 Date & Time
7:24:58 time module
7:38:23 Numpy
7:38:58 What is Numpy?
7:41:43 Numpy vs List
7:49:03 Numpy Operations
8:05:23 Numpy Special Functions
8:09:58 SciPy
8:10:48 What is Python SciPy?
8:12:23 Basic Functions
8:15:48 Special Functions
8:18:53 Integration Functions
8:24:43 Linear Algebra
8:26:48 Interpolation Functions
8:28:18 Pandas
8:29:18 Data life-cycle
8:31:23 What is Pandas?
8:35:33 Pandas Operations
8:54:13 Example
8:59:38 Python for Statistics
9:02:43 Pydoop
9:04:03 Matplotlib
9:04:28 Data Visualization
9:09:13 Matplotlib
9:10:13 Types of Plots
9:30:13 Multiple Plots
9:32:18 Seaborn
9:32:53 Introduction to Seaborn
9:33:33 Seaborn vs Matplotlib
9:34:28 How to install Seaborn?
9:34:48 Installing Dependencies
9:35:33 Python Seaborn Functions
9:44:23 Multi-Plot Grids
9:47:08 Plot Aesthetics
9:50:58 FIFA Use-case
10:15:33 OpenCV Tutorial
10:16:03 What is Computer Vision?
10:16:48 How computer reads an Image?
10:18:53 What is OpenCV?
10:19:58 Basic operations with OpenCV
10:27:33 Face Detection
10:27:38 Face Detection using OpenCV
10:31:53 Capturing Video
10:43:28 Use-case - Motion Detector 
10:54:58 Web Development Framework
10:55:23 What are Frameworks in Python?
11:08:34 Python Web Development
11:09:04 Python Web Development Libraries
11:09:24 Python & Django
11:28:19 Web Scraping
11:33:49 Packages used for web Scraping",0.981,Positive,0.981,
200,WGJJIrtnfpk,"This is great info, I am pivoting my career out of being a chairside dentist and back to tech, this will give me a chance to reset my career, thank you!",0.8356,Positive,0.8356,
201,WGJJIrtnfpk,"thank you so much for the tutorial, you make the world better",0.6597,Positive,0.6597,
202,WGJJIrtnfpk,good job this really helped me,0.4404,Positive,0.4404,
203,WGJJIrtnfpk,"happy  coding  

#Dcodeworld",0.5719,Positive,0.5719,
204,WGJJIrtnfpk,Thanks you so much ❤😊,0.9241,Positive,0.9241,
205,ITSMDeOgXxw,🔥Become An AI & ML Expert Today: https://taplink.cc/simplilearn_c_ai_ml,0.0,Neutral,,
206,ITSMDeOgXxw,Hallo sir mujhe karna hea course,0.0,Neutral,,
207,ITSMDeOgXxw,option (c),0.0,Neutral,,
208,ITSMDeOgXxw,"'pip' is not recognized as an internal or external command,
operable program or batch file. how to fix",0.0,Neutral,,
209,ITSMDeOgXxw,Wish you guys make short videos like 10 minutes videos is better than hours videos,0.7964,Positive,0.7964,
210,ITSMDeOgXxw,can i get the code please?,0.3182,Positive,0.3182,
211,ITSMDeOgXxw,Thank 🎉,0.6369,Positive,0.6369,
212,ITSMDeOgXxw,v nice explanation thank you soo much☺☺☺,0.9231,Positive,0.9231,
213,ITSMDeOgXxw,"Hello Simplilearn, the tutorial looks great but I am having difficulty following with my Mac",-0.1406,Negative,,-0.1406
214,ITSMDeOgXxw,hey cna you help me with the installation of anaconda... i just did it but the app doesn't launch and even after writing conda info it says no command of such type Is recognised,-0.2382,Negative,,-0.2382
215,ITSMDeOgXxw,I want to buy your python complete course content for my institute if you're interested then reply to me.,0.4588,Positive,0.4588,
216,ITSMDeOgXxw,"I have completed my course, but I'm not getting free certificate.. It's asking me to pay some dues!!",-0.6944,Negative,,-0.6944
217,ITSMDeOgXxw,Can we get the notes 📝  fir this complete video,0.0,Neutral,,
218,ITSMDeOgXxw,"Can you break this up into smaller videos so it's easier to rewind things? It's hard to pinpoint a specific spot a few seconds earlier when the timeline is so large, even with it broken up into sections.",-0.1082,Negative,,-0.1082
219,ITSMDeOgXxw,What if I have 10 yrs of gap after my college...n i m a beginner in python learning right now...,0.0,Neutral,,
220,ITSMDeOgXxw,"thank you guys , appreciate your hard work",0.5859,Positive,0.5859,
221,ITSMDeOgXxw,please can you enable the download button for those of us who wants to learn offline. i prefer learning offline in order to aviod distractions from pop up messages or notifications,-0.1779,Negative,,-0.1779
222,ITSMDeOgXxw,is this video has projects?,0.0,Neutral,,
223,ITSMDeOgXxw,"Python 3.11 only show in my laptop 
How can i install python 3.9.5",0.0,Neutral,,
224,ITSMDeOgXxw,Thanks for providing such a great opportunity. I need a course in ai for free.,0.9201,Positive,0.9201,
225,eWRfhZUzrAc,"If you just want a summary, learn all Python syntax in 25 minutes: https://youtu.be/PNSIWjWAA7o",0.0772,Positive,0.0772,
226,eWRfhZUzrAc,"I teach languages and wow.... you're so far, the best teacher for this aspiring Pythoner!",0.861,Positive,0.861,
227,eWRfhZUzrAc,"Hi @beau, it is ""List comprehension"" and not ""List compression"", isn't it?",0.0,Neutral,,
228,eWRfhZUzrAc,Random comment while watching this to study for a final exam: I’m enjoying the jokes along the way lol,0.802,Positive,0.802,
229,eWRfhZUzrAc,the blackjam game makes my head dizzy. am i too noob for this??,-0.3527,Negative,,-0.3527
230,eWRfhZUzrAc,"The first example of rock, paper, and scissors is not complete for checking the winner,  but the tutorial is wonderful",0.8151,Positive,0.8151,
231,eWRfhZUzrAc,"For the rock paper scissors program, did anyone else do,

def check_win(player, computer):
  print(f""You chose {player} and the computer chose {computer}"")
  if player == computer:
    return ""DRAW!""

  elif player == ""rock"" and computer == ""scissors"":
    return ""Rock beats scissors, YOU WIN!""

  elif player == ""paper"" and computer == ""rock"":
    return ""Paper beats rock, YOU WIN!""

  elif player == ""scissors"" and computer == ""paper"":
    return ""Scissors beats paper, YOU WIN!""

  else:
    return computer + "" beats "" + player + "" you lose. D;""

instead of having alternatives for both wins and losses? Feels simpler. Also, is there a way to set a variable as higher than another? What I initially tried earlier and failed was to do was make 

rock > scissors, and so on. Have not watched the full vid yet, just wondering.",0.9205,Positive,0.9205,
232,eWRfhZUzrAc,What is python? Means,0.0,Neutral,,
233,eWRfhZUzrAc,"I get indentation Error? dont know why, I use the same code as in video:

def get_choices(): 
player_choice = ""rock""
computer_choice = ""paper""

return computer_choice

choices = get_choices()
print(choices)",-0.4019,Negative,,-0.4019
234,eWRfhZUzrAc,The way I was taught to see the difference between < and > was to remember that the large side of the symbol was facing the largest number. So with > we are checking if the number to the left is greater than the number to the right because the large side is facing that number. Another way of seeing it is that the symbol is trying to eat one of the numbers and it wants to eat the largest piece of the pie.,0.5719,Positive,0.5719,
235,eWRfhZUzrAc,"Having issues with my black jack games. Everything seems to work except when I hit play and input a number of games, my code calculates winner and loser without ever invoking the choice or hit or stand. Where am I going wrong",0.0,Neutral,,
236,eWRfhZUzrAc,"Hello everyone,
Does anybody know where can I find the Blackjack code ?
I wrote it along Beau but I keep getting errors and can't find where I'm making a mistake.
Thanks!",-0.3903,Negative,,-0.3903
237,eWRfhZUzrAc,"Replit is not generating the output. But when I copy the code to another python compiler, it was working fine.",0.296,Positive,0.296,
238,DInMru2Eq6E,Wow I got a good teacher I know now about python thanks 👍 for helping mam,0.8957,Positive,0.8957,
239,DInMru2Eq6E,I am who came to see only for you mam My heart is full of you not tube,0.6369,Positive,0.6369,
240,DInMru2Eq6E,Mam apke notes chahiye,0.0,Neutral,,
241,DInMru2Eq6E,"Mam it's showing that the file is not available

I mean the notes

Where can I find it 

Please tell me mam",0.3182,Positive,0.3182,
242,DInMru2Eq6E,Wow Wow Finally I found.. My favorite teacher teaching Python!🤩🤩,0.8977,Positive,0.8977,
243,DInMru2Eq6E,"Good lectures,and very easy to understand",0.7264,Positive,0.7264,
244,DInMru2Eq6E,"Mam... Please you full crouse in java and javascript
Mam... I really watched your coding all lecherous i am 🇵🇰 student❤❤",0.8934,Positive,0.8934,
245,DInMru2Eq6E,Waiting for more new Daily updates from You Mam in Python and related to computer science..Essyly understandable class by u...😊🎉❤,0.9169,Positive,0.9169,
246,DInMru2Eq6E,Nxt video when,0.0,Neutral,,
247,DInMru2Eq6E,Thank u so much Mam..😊,0.83,Positive,0.83,
248,DInMru2Eq6E,Please  improve your  handwriting  please,0.7579,Positive,0.7579,
249,DInMru2Eq6E,"Good Evening Madam
Myself I am Krishna Karthik. I am willing to learn python Programming language totally from beginning to end of this program language. So it's my kind request to you help me and guide to learn python Programming language in 30 to 45 days duration so that I can attend the interview after next month completion",0.8505,Positive,0.8505,
250,DInMru2Eq6E,"Hello dear madam I am non it experienced person.
I am a fresher of python,
After learning python in resume can I add both non it experience and python as a fresher. 



Please reply me",0.5994,Positive,0.5994,
251,DInMru2Eq6E,Mam python is written in which software please tell,0.3182,Positive,0.3182,
252,eaMDDseIL7E,What for about performance?),0.0,Neutral,,
253,eaMDDseIL7E,why doesn't it work on colab?,0.0,Neutral,,
254,eaMDDseIL7E,ithing using python like using inbuilded functions from library,0.3612,Positive,0.3612,
255,eaMDDseIL7E,It isn't this work for phone 😢😢😢,-0.8519,Negative,,-0.8519
